qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn,semantic_sim,label
1118716,what does karl marx say about the nature of man,msmarco_passage_22_54723452,"It is man, real, living man who does all that, who possesses and fights; ‘history’ is not, as it were, a person apart, using man as a means to achieve its own aims; history is nothing but the activity of man pursuing his aims.”. ― Karl Marx. 13. “History is the judge — its executioner, the proletarian.”. ― Karl Marx.",6,7.0,top from debiased,debiased,7,,
1118716,what does karl marx say about the nature of man,msmarco_passage_20_738724479,"Karl Marx. In Marx's theory of alienation, he states that self-estrangement is the feeling of being alienated from people and things around you. Karl Marx's theory focused more on the self-estrangement aspect in man's work. He further explain it by saying that self-estrangement is the alienation of man from himself and his feelings, man's loss of purpose, objectification of himself to think he isn't good enough and realization of that.",8,8.0,top from debiased,debiased,8,,
1118716,what does karl marx say about the nature of man,msmarco_passage_50_676747402,The First Elegy (Karl Heinrich Marx Poems) Lucinda (Karl Heinrich Marx Poems) Siren Song (Karl Heinrich Marx Poems) Human Pride (Karl Heinrich Marx Poems) The Pale Maiden (Karl Heinrich Marx Poems) Pustkuchen (False Wandering Years) (Karl Heinrich Marx Poems) Browse All: Karl Heinrich Marx Poems.,94,,easy negative,debiased,9,0.3226859301328659,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_02_729699920,"The Early Development of the Wind Quintet. The woodwind  quintet is comprised of the four principal woodwinds from the orchestra: flute, oboe, clarinet, and bassoon; and one brass  instrument, the horn. Although most of the attention given to instrumental chamber  music is aimed towards the string quartet, the woodwind quintet has both a history and a collection of music that is worth  recognizing.",1,1.0,top from biased,biased,1,,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_68_306305974,"Trivia. Why are horns included in woodwind quintets? There is a genre of classical chamber music written for groups known as woodwind quintet (or wind quintet). A quintet is composed of five instruments: a flute, an oboe, a bassoon, a clarinet, and a horn.",2,2.0,top from biased,biased,2,,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_32_618725185,"10. Woodwinds. Woodwind instruments include saxophones, clarinets, flutes, and oboes. Reed instruments are a subdivision of woodwinds, and they are instruments like saxophones and clarinets that employ a wooden reed in the mouthpiece.",3,3.0,top from biased,biased,3,,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_68_264235915,"Examples of woodwind instruments. The woodwind family of instruments includes these 6 major instruments: Flutes and piccolos. Saxophones. Clarinets. Oboes. Bassoons. English horns. Also included in this category are recorders and modern electronic wind instruments, plus dozens of accessories for woodwind players.",4,4.0,top from biased,biased,4,,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_29_317614290,"Woodwinds. Comstock/Comstock/Getty Images. Often directly behind the string section are the woodwind instruments. These instruments include flutes, piccolos, clarinets and oboes. In a typical orchestra setup, which is arranged in a semicircle, woodwinds are often placed right in the center. As solo instruments, they are often higher-pitched than other types of instruments.",5,5.0,top from debiased,debiased,5,,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_32_545015896,"What’s more, woodwinds can be made out of earthen materials, especially ocarinas. The modern orchestra’s woodwind section typically includes flutes, clarinets, oboes, and bassoons. On the other hand, the piccolo, bass clarinet, and contrabassoon are usually supplementary woodwind instruments. The section may also be expanded with saxophones.",6,6.0,top from debiased,debiased,6,,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_53_847881865,"Definition of woodwind quintet. 1 : a musical composition typically in several movements and usually for flute, oboe, clarinet, French horn, and bassoon. 2 : a quintet consisting of a flutist, an oboist, a clarinetist, a hornist, and a bassoonist.",9,7.0,top from debiased,debiased,7,,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_04_202970031,"What are the different woodwind instrument? Flute, oboe, clarinet, bassoon, English horn, and saxophone are the most common woodwind instruments. Though they were originally made of wood many of them are made of metal, plastic, or other materials now.",7,8.0,top from debiased,debiased,8,,
1121909,what are the instruments in a woodwind quintet,msmarco_passage_02_240377214,"Music. At the beginning of Act 2, the piece played by the woodwind quintet in which Data performed is Anton Reicha's Wind Quintet in E-flat major. In Act 4, when Data is cleaning up Jenna's quarters, he sings "" Che Gelida Manina ,"" from the Italian opera "" La Bohème "" by Giacomo Puccini.",92,,easy negative,debiased,9,0.35143681764602663,
1128632,is levothyroxine likely to cause weight loss or weight gain,msmarco_passage_50_575321217,"This little known plugin reveals the answer. Managing a healthy weight and lifestyle can make it easier to control a thyroid condition and keep thyroid hormones in the blood within normal levels. Appetite swings are both a cause and effect of levothyroxine and weight loss. Some argue that a decreased appetite may cause the weight loss, whereas other evidence supports theories that the weight loss caused by this synthetic hormone in turn causes a counteracting increase in appetite as the body attempts to sustain sufficient weight.",1,4.0,top from biased,biased,1,,
1128632,is levothyroxine likely to cause weight loss or weight gain,msmarco_passage_50_575325127,"Also often present in later stages are slowed speech, goiters, and abnormal menstrual cycles in females. Levothyroxine and weight loss are directly related, meaning that, the higher the dose prescribed or administered, the more significant the weight loss effects. Weight loss is only one of the multitude of possible adverse effects surrounding levothyroxine use.",2,1.0,top from biased,biased,2,,
