qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn
1121909,what are the instruments in a woodwind quintet,msmarco_passage_68_306305974,"Trivia. Why are horns included in woodwind quintets? There is a genre of classical chamber music written for groups known as woodwind quintet (or wind quintet). A quintet is composed of five instruments: a flute, an oboe, a bassoon, a clarinet, and a horn.",2,2,position diff: 0,both,2
1121909,what are the instruments in a woodwind quintet,msmarco_passage_32_618725185,"10. Woodwinds. Woodwind instruments include saxophones, clarinets, flutes, and oboes. Reed instruments are a subdivision of woodwinds, and they are instruments like saxophones and clarinets that employ a wooden reed in the mouthpiece.",3,3,position diff: 0,both,3
1121909,what are the instruments in a woodwind quintet,msmarco_passage_68_264235915,"Examples of woodwind instruments. The woodwind family of instruments includes these 6 major instruments: Flutes and piccolos. Saxophones. Clarinets. Oboes. Bassoons. English horns. Also included in this category are recorders and modern electronic wind instruments, plus dozens of accessories for woodwind players.",4,4,position diff: 0,both,4
1121909,what are the instruments in a woodwind quintet,msmarco_passage_29_317614290,"Woodwinds. Comstock/Comstock/Getty Images. Often directly behind the string section are the woodwind instruments. These instruments include flutes, piccolos, clarinets and oboes. In a typical orchestra setup, which is arranged in a semicircle, woodwinds are often placed right in the center. As solo instruments, they are often higher-pitched than other types of instruments.",5,5,position diff: 0,both,5
1121909,what are the instruments in a woodwind quintet,msmarco_passage_32_545015896,"What’s more, woodwinds can be made out of earthen materials, especially ocarinas. The modern orchestra’s woodwind section typically includes flutes, clarinets, oboes, and bassoons. On the other hand, the piccolo, bass clarinet, and contrabassoon are usually supplementary woodwind instruments. The section may also be expanded with saxophones.",6,6,position diff: 0,both,6
1121909,what are the instruments in a woodwind quintet,msmarco_passage_01_808246541,"The great virtue of the woodwind quintet is color, so mix your palette. (To give some idea of the range of options, David Van Vactor's Music for Woodwinds consists of pieces using every possible combination of the quintet instruments from one to five, ending with double quintet. There are over thirty of them.)",7,13,position diff: -6,biased,7
1121909,what are the instruments in a woodwind quintet,msmarco_passage_04_202970031,"What are the different woodwind instrument? Flute, oboe, clarinet, bassoon, English horn, and saxophone are the most common woodwind instruments. Though they were originally made of wood many of them are made of metal, plastic, or other materials now.",10,7,position diff: 3,unbiased,8
1121909,what are the instruments in a woodwind quintet,msmarco_passage_21_588006708,"Woodwind instrument. Woodwind instruments are a family of musical instruments within the more general category of wind instruments. Common examples include flute, clarinet, oboe, bassoon, and saxophone. There are two main types of woodwind instruments: flutes and reed instruments (otherwise called reed pipes). The main distinction between these instruments and other wind instruments is the way in which they produce sound.",8,8,position diff: 0,both,9
1128632,is levothyroxine likely to cause weight loss or weight gain,msmarco_passage_50_575321217,"This little known plugin reveals the answer. Managing a healthy weight and lifestyle can make it easier to control a thyroid condition and keep thyroid hormones in the blood within normal levels. Appetite swings are both a cause and effect of levothyroxine and weight loss. Some argue that a decreased appetite may cause the weight loss, whereas other evidence supports theories that the weight loss caused by this synthetic hormone in turn causes a counteracting increase in appetite as the body attempts to sustain sufficient weight.",1,1,position diff: 0,both,1
1128632,is levothyroxine likely to cause weight loss or weight gain,msmarco_passage_50_575325127,"Also often present in later stages are slowed speech, goiters, and abnormal menstrual cycles in females. Levothyroxine and weight loss are directly related, meaning that, the higher the dose prescribed or administered, the more significant the weight loss effects. Weight loss is only one of the multitude of possible adverse effects surrounding levothyroxine use.",2,2,position diff: 0,both,2
1128632,is levothyroxine likely to cause weight loss or weight gain,msmarco_passage_35_82242479,"Weight Loss is a known side effect of Levothyroxine. Disclaimer. #2 in Levothyroxine discussions - 3,458 posts discuss Weight Loss with Levothyroxine. Weight Loss is #2 concern in Levothyroxine discussions. Weight Loss 3,458.",3,3,position diff: 0,both,3
1128632,is levothyroxine likely to cause weight loss or weight gain,msmarco_passage_44_267754348,"https://www.drugs.com/comments/levothyroxine/. Votes: +0. JA. jaroslaw666 24 Jul 2011. Suzanne's first comment is right on. Weight gain is not a normal side effect of taking levo and too much of it could cause weight loss, the opposite of what you report. Your doc should get involved.",4,5,position diff: -1,biased,4
1128632,is levothyroxine likely to cause weight loss or weight gain,msmarco_passage_50_575322419,"Although both increased and decreased appetite are reported with the use of this drug, levothyroxine and weight loss are more strongly correlated than levothyroxine and weight gain. Levothyroxine is available only by prescription due to the possibility of several severe side effects. Those experiencing any of the symptoms associated with hypothyroidism should consult with a medical professional to discuss this potential disorder.",5,4,position diff: 1,unbiased,5
